Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Acquirer_GHG_Emissions,Deal Status
25-10-2018,2017,PTEN,Patterson-UTI Energy Inc,Current Power Solutions Inc,,,,12-10-2018,14.64,05-11-2018,15.2,5231.61,-0.88,200653.7296,Completed
18-10-2018,2017,SRE,Sempra,InfraREIT Inc,,1864.34,15.51,05-10-2018,47.57,29-10-2018,46.07,30914.1,0.7,5113015.156,Completed
18-10-2018,2017,VLO,Valero Energy Corp,Valero Energy Partners LP,,950.47,7.54,05-10-2018,89.09,29-10-2018,66.47,24773.23,0.47,26831803.32,Completed
16-10-2018,2017,SUN,Sunoco LP,Fuel distribution business/Brenco Marketing Corp,Brenco Marketing Corp,24,,05-10-2018,16.82,26-10-2018,15.17,2273.47,0.72,12719.4947,Completed
16-10-2018,2017,TDY,Teledyne Technologies Inc,Certain Assets,Falcon Analytical Systems & Technologies LLC,,,05-10-2018,238.67,26-10-2018,216.06,10664.28,1.4,61951.72531,Completed
15-10-2018,2017,NINE,Nine Energy Service Inc,Magnum Oil Tools International Ltd,,496.21,,04-10-2018,32.3,25-10-2018,35.47,1626.35,-2.87,18674.06464,Completed
11-10-2018,2017,EXC,Exelon Corp,PFMG Solar LLC,Spear Point Energy LLC,,,28-09-2018,24.83,22-10-2018,24.74,24425.07,0.6,10200734.34,Completed
09-10-2018,2017,AM,Antero Midstream Corp,Antero Midstream Partners LP,Antero Resources Corp,3025.29,8.03,28-09-2018,8.42,19-10-2018,8.96,4449.98,1.93,63931.32954,Completed
09-10-2018,2017,AM,Antero Midstream Corp,Antero Midstream Partners LP,,2786.85,10.6,28-09-2018,8.42,19-10-2018,8.96,4449.98,1.93,63931.32954,Completed
08-10-2018,2017,FET,Forum Energy Technologies Inc,Global Heat Transfer Inc,Pelican Energy Partners LP,,,27-09-2018,209,18-10-2018,185.6,2793.31,-1.52,10986.90752,Completed
27-09-2018,2017,MPLX,MPLX LP,430 acre Pin Oak Terminals facility,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450,,14-09-2018,18.83,08-10-2018,18.58,18500.37,2.93,434750.1091,Completed
27-09-2018,2017,JCI,Johnson Controls International plc,Federal Energy Infrastructure Solutions LLC,"Electricite de France SA,Unknown Seller",,,14-09-2018,32.49,08-10-2018,31.44,20206.32,1,998530.2252,Completed
20-09-2018,2017,ED,Consolidated Edison Inc,US renewables portfolio & midstream assets,Sempra,1540,,07-09-2018,63.2,01-10-2018,59.8,21463.11,0.44,3014998.84,Completed
18-09-2018,2017,ENB,Enbridge Inc,Enbridge Energy Partners LP,,9200.84,7.16,07-09-2018,23.48,28-09-2018,22.28,51928.71,0.27,8305905.156,Completed
18-09-2018,2017,ENB,Enbridge Inc,Enbridge Income Fund Holdings Inc,,3653.14,,07-09-2018,23.48,28-09-2018,22.28,51928.71,0.27,8305905.156,Completed
18-09-2018,2017,ENB,Enbridge Inc,Enbridge Energy Management LLC,,994.11,,07-09-2018,23.48,28-09-2018,22.28,51928.71,0.27,8305905.156,Completed
06-09-2018,2017,AMRC,Ameresco Inc,Chelsea Group Ltd,,,,24-08-2018,14.7,17-09-2018,13.45,474.39,0.89,17007.8228,Completed
30-08-2018,2017,AEP,American Electric Power Co Inc,1.4 MW Fuel cell power plant/US,FuelCell Energy Inc,,,17-08-2018,57.55,10-09-2018,58.26,30393.54,0.64,39515012.33,Completed
24-08-2018,2017,ENB,Enbridge Inc,Spectra Energy Partners LP,,3158.62,17.59,13-08-2018,24.64,04-09-2018,23.54,53447.64,0.27,8305905.156,Completed
23-08-2018,2017,ROCK,Gibraltar Industries Inc,SolarBOS,,6.4,,10-08-2018,43.35,04-09-2018,45.8,1388.78,3.25,33174.7884,Completed
22-08-2018,2017,ETR,Entergy Corp,810-megawatt Choctaw plant,NRG Energy Inc,314,,10-08-2018,29.87,04-09-2018,30.19,12254.84,0.44,33135506.76,Completed
22-08-2018,2017,APD,Air Products and Chemicals Inc,Rotoflow turboexpander business,Baker Hughes Co,,,10-08-2018,135.31,04-09-2018,140.85,31339.69,1.54,17737156.5,Completed
21-08-2018,2017,UGI,UGI Corp,Hunlock Creek natural gas facility,LS Power Equity Advisors LLC,,,10-08-2018,41.86,31-08-2018,41.67,9082.88,2.43,2135111.267,Completed
14-08-2018,2017,FANG,Diamondback Energy Inc,Energen Corp,,9144.68,11.25,03-08-2018,104.11,24-08-2018,97.01,30814.27,1.6,576499.1116,Completed
09-08-2018,2017,FANG,Diamondback Energy Inc,Midland basin assets/Texas,Ajax Resources LLC,1241.63,,27-07-2018,105.34,20-08-2018,96.4,30215.25,1.6,576499.1116,Completed
08-08-2018,2017,STWD,Starwood Property Trust Inc,Energy Financial Services business/General Electric Co,General Electric Co,2010,,27-07-2018,12.13,20-08-2018,11.87,3932.64,0.08,4048.767447,Completed
06-08-2018,2017,KOS,Kosmos Energy Ltd,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC","Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225,,26-07-2018,7.42,16-08-2018,7.42,3476.71,-0.12,337587.0576,Completed
01-08-2018,2017,ET,Energy Transfer LP,Energy Transfer Operating LP,,59299.55,11.09,20-07-2018,9.74,13-08-2018,9.75,34839.98,0.86,7242.523584,Completed
01-08-2018,2017,BIP,Brookfield Infrastructure Partners LP,Enercare Inc,,2392.9,10.72,20-07-2018,18.48,13-08-2018,18.7,8775.05,0,426787.7135,Completed
01-08-2018,2017,SUN,Sunoco LP,Sandford Oil Co Inc,,66,,20-07-2018,14.12,13-08-2018,15.33,2005.31,0.72,12719.4947,Completed
01-08-2018,2017,CRK,Comstock Resources Inc,Haynesville shale property/US,Enduro Resource Partners LLC,37,,20-07-2018,10.45,13-08-2018,8.3,2443.56,-0.74,122144.8418,Completed
31-07-2018,2017,NOG,Northern Oil and Gas Inc,W Energy Partners LLC,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,,20-07-2018,30.14,10-08-2018,28.46,3249.07,1.28,180735.5753,Completed
31-07-2018,2017,GPRE,Green Plains Inc,2 cattle feeding operations of Bartlett Cattle Co LC,Bartlett Cattle Co LP,16,,20-07-2018,15.43,10-08-2018,17.27,1042.53,-3.08,1720434.628,Completed
30-07-2018,2017,GEOS,Geospace Technologies Corp,Quantum Technology Sciences Inc,,4.4,,19-07-2018,14.16,09-08-2018,13.05,177.6,5.24,764.7656227,Completed
30-07-2018,2017,NEE,NextEra Energy Inc,City Gas Co Of Florida,Southern Co/The,,,19-07-2018,36.18,09-08-2018,36.31,72667.87,0.63,39293829.13,Completed
25-07-2018,2017,OKE,ONEOK Inc,West Texas LPG Pipeline LP,Martin Midstream Partners LP,193.7,,13-07-2018,46.12,06-08-2018,44.59,28586.96,1.44,2899999.864,Completed
25-07-2018,2017,PLUG,Plug Power Inc,American Fuel Cell LLC,Excell Partners Inc,,,13-07-2018,2.05,06-08-2018,1.97,1830.89,-4.47,4442.43582,Completed
24-07-2018,2017,HAL,Halliburton Co,Athlon Solutions LLC,,,,13-07-2018,40.09,03-08-2018,37.17,30966.26,2.4,929865.5607,Completed
19-07-2018,2017,PHX,PHX Minerals Inc,Producing oil and gas properties,,9,,06-07-2018,17.55,30-07-2018,17.38,665.94,0.68,19137.847,Completed
18-07-2018,2017,NOG,Northern Oil and Gas Inc,Oil production/North Dakota,Pivotal Petroleum Partners LP,148.57,,06-07-2018,28.9,30-07-2018,30.14,2987.05,1.28,180735.5753,Completed
16-07-2018,2017,TDW,Tidewater Inc,Gulfmark Offshore Inc,,273.5,,05-07-2018,30.12,26-07-2018,33.05,1576.28,1.78,770018.7306,Completed
09-07-2018,2017,LNT,Alliant Energy Corp,CLS Partners LLC,,,,28-06-2018,34.27,19-07-2018,34.75,8759.11,0.66,31546080.73,Completed
09-07-2018,2017,DUK,Duke Energy Corp,Shoreham Solar Commons project,Invenergy LLC,,,28-06-2018,60.05,19-07-2018,61.54,46276.93,0.65,96513935.2,Completed
03-07-2018,2017,COP,ConocoPhillips,Greater Kuparuk Area/Alaska,BP PLC,,,22-06-2018,54.18,13-07-2018,57.56,70752.87,1.88,9669320.86,Completed
03-07-2018,2017,BLDP,Ballard Power Systems Inc,Fuel Cell Assets,AFCC Automotive Fuel Cell Cooperation Corp,,,22-06-2018,2.85,13-07-2018,2.8,850.36,-24.69,4302.313216,Completed
02-07-2018,2017,FET,Forum Energy Technologies Inc,Certain assets/ESP Completion Technologies LLC,C&J Energy Services Inc,8,,21-06-2018,232,12-07-2018,242,2972.66,-1.52,10986.90752,Completed
02-07-2018,2017,FELE,Franklin Electric Co Inc,Stationary Power Division,Midtronics Inc,,,21-06-2018,42.87,12-07-2018,43.24,1940.76,1.85,16642.8104,Completed
29-06-2018,2017,L,Loews Corp,Boardwalk Pipeline Partners LP,,1504.16,3.93,18-06-2018,48.42,09-07-2018,48.54,9876.47,0.23,430500.807,Completed
28-06-2018,2017,WEC,WEC Energy Group Inc,Bishop Hill III Wind Energy Center,,143.5,,15-06-2018,48.93,09-07-2018,51.7,16536.77,0.96,15143512.24,Completed
27-06-2018,2017,NOG,Northern Oil and Gas Inc,Production Asset/ Willston Basin,"Continental Resources Inc/OK,Whiting Petroleum Corp",6.37,,15-06-2018,24.5,09-07-2018,30.93,2524.14,1.28,180735.5753,Completed
25-06-2018,2017,CMS,CMS Energy Corp,CMS Northwest Ohio Wind Farm,Starwood Energy Group Global LLC,,,14-06-2018,35.74,05-07-2018,39.48,11386.61,0.74,6560220.197,Completed
22-06-2018,2017,DAN,Dana Inc,TM4 Inc,Hydro-Quebec,123.88,,11-06-2018,19.57,02-07-2018,17.33,2596.84,-1.07,265503.1127,Completed
21-06-2018,2017,BIP,Brookfield Infrastructure Partners LP,Data centers/AT&T Inc,AT&T Inc,1100,,08-06-2018,17.55,02-07-2018,17.82,8320.88,0,426787.7135,Completed
19-06-2018,2017,LNG,Cheniere Energy Inc,Cheniere Energy Partners LP Holdings LLC,,575.13,,08-06-2018,63.09,29-06-2018,62.9,14003.28,2.23,2516949.051,Completed
18-06-2018,2017,BTE,Baytex Energy Corp,Raging River Exploration Inc,,1492.49,6.88,07-06-2018,4.21,28-06-2018,3.22,2610.75,2.43,1013986.086,Completed
12-06-2018,2017,ENPH,Enphase Energy Inc,Microinverter business/SunPower Corp,SunPower Corp,66.37,,01-06-2018,5.78,22-06-2018,6.62,596.12,1.91,10150.84562,Completed
31-05-2018,2017,IOSP,Innospec Inc,BioSuite LLC,,8.6,,18-05-2018,69.77,11-06-2018,73.5,1763.18,-4.06,363281.4026,Completed
31-05-2018,2017,PPL,PPL Corp,Safari Energy LLC,,,,18-05-2018,19.56,11-06-2018,19.12,14768.83,0.43,9863356.347,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,Gulf Power Co,Southern Co/The,5750,11.9,10-05-2018,33.82,31-05-2018,35,69563.86,0.63,39293829.13,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,Pivotal Utility Holdings Inc,Southern Co/The,530,,10-05-2018,33.82,31-05-2018,35,69563.86,0.63,39293829.13,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,"Southern Co-Florida LLC,Southern Co - Oleander LLC",Southern Co/The,195,,10-05-2018,33.82,31-05-2018,35,69563.86,0.63,39293829.13,Completed
18-05-2018,2017,AWK,American Water Works Co Inc,Sundale Utilities Inc,,2,,07-05-2018,74.53,29-05-2018,74.16,13859.45,0.73,61576.9024,Completed
17-05-2018,2017,VVV,Valvoline Inc,Great Canadian Oil Change,,,,04-05-2018,19.71,29-05-2018,18.93,2480.07,3.9,10140.3066,Completed
15-05-2018,2017,EPM,Evolution Petroleum Corp,Oil and gas assets/Enduro Resource Partners LLC,Enduro Resource Partners LLC,27.5,,04-05-2018,6.17,25-05-2018,6.14,207.01,-1.14,16494.488,Completed
14-05-2018,2017,AMRC,Ameresco Inc,JVP Engineers PC,,1.9,,03-05-2018,11.55,24-05-2018,11.55,388.14,0.89,17007.8228,Completed
09-05-2018,2017,SND,Smart Sand Inc,Quickthree Solutions Inc,,33.27,,27-04-2018,6.91,21-05-2018,6.53,325.7,-0.03,12876.56778,Completed
09-05-2018,2017,SEDG,SolarEdge Technologies Inc,Certain Assets,ES Australia Israel Holdings L,11.5,,27-04-2018,53.1,21-05-2018,67.25,3271.25,-11.9,21533.02657,Completed
08-05-2018,2017,SHEL,Shell PLC,GI Endurant LLC,,,,27-04-2018,51.15,18-05-2018,53.97,154314.79,1.09,36710729.2,Completed
04-05-2018,2017,WEC,WEC Energy Group Inc,Forward Wind Energy Center,,173.9,,23-04-2018,49.78,14-05-2018,49.91,16377.01,0.96,15143512.24,Completed
30-04-2018,2017,MPC,Marathon Petroleum Corp,Andeavor,,29019.66,10.45,19-04-2018,63.23,10-05-2018,61.75,18646.86,0.47,22184814.95,Completed
26-04-2018,2017,CRK,Comstock Resources Inc,Certain Assets,"Arkoma Drilling LP,Williston Drilling LP",489.47,,13-04-2018,4.95,07-05-2018,6.72,1943.74,-0.74,122144.8418,Completed
26-04-2018,2017,NOG,Northern Oil and Gas Inc,Production Asset/ Willston Basin,Deutsche Rohstoff AG,50.3,,13-04-2018,14.45,07-05-2018,16.57,1449.85,1.28,180735.5753,Completed
23-04-2018,2017,CNP,CenterPoint Energy Inc,Vectren Corp,,8053.22,13.83,12-04-2018,21.37,03-05-2018,20.44,13618.54,0.57,1902759.391,Completed
16-04-2018,2017,MPC,Marathon Petroleum Corp,78 Express Mart Locations,Petr-All Petroleum Consulting Corp,,,05-04-2018,58.46,26-04-2018,66.04,19296.54,0.47,22184814.95,Completed
11-04-2018,2017,AWK,American Water Works Co Inc,Nicor Energy LLC,Southern Co/The,365,,29-03-2018,72.18,23-04-2018,74.07,14016.69,0.73,61576.9024,Completed
04-04-2018,2017,EXC,Exelon Corp,Everett LNG LLC,Engie SA,,,23-03-2018,21.09,16-04-2018,21.58,21803.93,0.6,10200734.34,Completed
03-04-2018,2017,SUN,Sunoco LP,Wholesale fuel distribution and terminal business,Superior Plus Corp,40,,23-03-2018,13.98,13-04-2018,14.58,1842.84,0.72,12719.4947,Completed
27-03-2018,2017,NRG,NRG Energy Inc,XOOM Energy LLC,,210,,16-03-2018,25.35,06-04-2018,25.07,4985.17,2.68,25644717.16,Completed
20-03-2018,2017,NWE,Northwestern Energy Group Inc,Two Dot Wind Farm LLC,New Jersey Resources Corp,18.5,,09-03-2018,38.01,02-04-2018,39.75,2393.34,1.01,3158489.219,Completed
19-03-2018,2017,NWE,Northwestern Energy Group Inc,NorthWestern Two Dot Wind Farm,New Jersey Resources Corp,18.5,,08-03-2018,37.88,29-03-2018,40.48,2415.03,1.01,3158489.219,Completed
15-03-2018,2017,SND,Smart Sand Inc,Van Hook Crude Terminal LLC,Plains All American Pipeline LP,0.02,,02-03-2018,7.39,26-03-2018,5.31,252.37,-0.03,12876.56778,Completed
13-03-2018,2017,TT,Trane Technologies PLC,Agilis Energy LLC,,,,02-03-2018,59.9,23-03-2018,58.51,13809.17,3,364845.77,Completed
02-03-2018,2017,TTE,TotalEnergies SE,Marathon Oil Libya Ltd,Marathon Oil Corp,450,,16-02-2018,37.35,12-03-2018,37.57,82464.06,0.81,36255632.28,Completed
28-02-2018,2017,OIS,Oil States International Inc,Falcon Flowback Services LLC,Argonaut Private Equity LLC,85,,16-02-2018,27.3,12-03-2018,26.35,1519.31,1.51,10358.84946,Completed
21-02-2018,2017,PTEN,Patterson-UTI Energy Inc,Superior QC LLC,,,,09-02-2018,15.89,05-03-2018,16.93,6101.62,-0.88,200653.7296,Completed
14-02-2018,2017,TTI,TETRA Technologies Inc,SwiftWater Energy Services LLC,,70.32,,02-02-2018,3.81,26-02-2018,4.01,479.27,16.97,16848.48082,Completed
08-02-2018,2017,PR,Permian Resources Corp,4000 net acres/Lea County,OneEnergy Partners LLC,95,,26-01-2018,18.91,20-02-2018,17.13,11878.43,1.28,205655.845,Completed
08-02-2018,2017,PEG,Public Service Enterprise Group Inc,solar energy facility/7 MW,BayWa r.e. GmbH,10,,26-01-2018,40.33,20-02-2018,38.83,18351.56,0.52,12074297.04,Completed
24-01-2018,2017,ORA,Ormat Technologies Inc,US Geothermal Inc,,198.78,15.54,12-01-2018,62.97,05-02-2018,62.22,3862.07,0.72,235286.2973,Completed
24-01-2018,2017,WKC,World Kinect Corp,Portfolio of 43 stores/Western Convenience,Western Convenience Stores Inc,,,12-01-2018,25.7,05-02-2018,23.07,1401.91,-1.51,692985.07,Completed
03-01-2018,2017,D,Dominion Energy Inc,SCANA Corp,,14504.33,27.57,22-12-2017,58.35,16-01-2018,54.6,47709.64,-0.07,30334871.76,Completed
02-01-2018,2017,AROC,Archrock Inc,Archrock Partners LP,,584.85,4.38,22-12-2017,6.8,12-01-2018,6.83,1145.28,1.56,14403.5528,Completed
12-12-2017,2016,OIS,Oil States International Inc,GEODynamics Inc,"Management Group,Private Investor,Lime Rock Partners LLC (Fund: Lime Rock Partners IV LP),Lime Rock Partners LLC (Fund: Lime Rock Partners V LP)",519.22,,01-12-2017,24.9,22-12-2017,28.25,1445.2,1.51,10500.49598,Completed
11-12-2017,2016,CHRD,Chord Energy Corp,Permian Assets/Forge Energy LLC,Forge Energy LLC,946,,30-11-2017,6.75,21-12-2017,5.39,395.38,1.62,278103.3088,Completed
11-12-2017,2016,GLW,Corning Inc,Communication Markets Division,3M Co,900,,30-11-2017,26.36,21-12-2017,26.28,22701.81,1.12,330286.1375,Completed
11-12-2017,2016,NVAX,NOV Inc,Vallourec Drilling Products USA Inc,Vallourec SA,63,,30-11-2017,27.2,21-12-2017,23,4439.29,-7.08,339.4548351,Completed
11-12-2017,2016,SEI,Solaris Energy Infrastructure,Railtronix LLC,,,,30-11-2017,12.26,21-12-2017,15.1,499.97,-0.1,330.35564,Completed
06-12-2017,2016,DUK,Duke Energy Corp,REC Solar Commercial Corp,,,,24-11-2017,65.71,18-12-2017,64.06,50753.48,0.65,97942420.64,Completed
05-12-2017,2016,WKC,World Kinect Corp,Ondemand Energy Inc,,,,24-11-2017,24.47,15-12-2017,24.67,1397.33,-1.51,545310.2429,Completed
08-11-2017,2016,DK,Delek US Holdings Inc,Alon USA Partners LP,,148.62,1.77,27-10-2017,20.97,20-11-2017,24.19,1425.26,-6.21,1079759.362,Completed
01-11-2017,2016,UGI,UGI Corp,Rockdale Marcellus Midstream Assets/Pennsylvania,Rockdale Marcellus LLC,,,20-10-2017,36.48,13-11-2017,36.65,7799.34,2.43,1688117.787,Completed
31-10-2017,2016,NPKI,NPK International Inc,Well Service Group Inc,,75,,20-10-2017,9.45,10-11-2017,9.65,757.35,-44.74,7918.600173,Completed
30-10-2017,2016,VST,Vistra Corp,Dynegy Inc,,10515.44,15.33,19-10-2017,16.2,09-11-2017,15.74,5433.9,4.98,52283283.24,Completed
26-10-2017,2016,XIFR,XPLR Infrastructure LP,4 Renewable energy assets,NextEra Energy Inc,1271,,13-10-2017,28.06,06-11-2017,25.27,2360.27,-0.56,25553.44641,Completed
18-10-2017,2016,XOM,Exxon Mobil Corp,crude oil terminal/Wink,Genesis Energy LP,,,06-10-2017,57.69,30-10-2017,58.99,253556.73,1.68,120041438.1,Completed
03-10-2017,2016,PEG,Public Service Enterprise Group Inc,10.6 MWs-dc facility,Solar Liberty Energy Systems Inc,25,,22-09-2017,36.09,13-10-2017,38,18015.03,0.52,14037604.05,Completed
02-10-2017,2016,WKC,World Kinect Corp,Orchard Holdings Group LLC,Sureserve Group PLC,16.46,,21-09-2017,32.33,12-10-2017,31.44,1768.91,-1.51,545310.2429,Completed
25-09-2017,2016,AMSC,American Superconductor Corp,Infinia Technology Corp,"Private Investor,Qnergy Inc",0.1,,14-09-2017,4.21,05-10-2017,4.7,158.63,0.79,56553.25166,Completed
18-09-2017,2016,ITRI,Itron Inc,Itron Networked Solutions Inc,,752.6,,07-09-2017,71.4,28-09-2017,77.15,3456.25,1.71,5193.0198,Completed
08-09-2017,2016,ALE,ALLETE Inc,Tonka Water Conditioning LLC,,,,28-08-2017,57.6,18-09-2017,58.06,3426.14,0.75,7644669.672,Completed
05-09-2017,2016,PTEN,Patterson-UTI Energy Inc,MS Directional LLC,"Denham Capital Management LP (Fund: Denham Commodity Partners Fund V LP),NGP Energy Capital Management LLC (Fund: NGP Natural Resources X LP)",262,,25-08-2017,13.93,15-09-2017,16.42,5772.89,-0.88,90235.61711,Completed
01-09-2017,2016,MPLX,MPLX LP,Certain terminal pipeline & storage assets,Marathon Petroleum Corp,1050,,21-08-2017,15.74,11-09-2017,16.7,17241.93,2.93,305794.1672,Completed
28-08-2017,2016,FET,Forum Energy Technologies Inc,Global Tubing LLC,Quantum Energy Partners LLC,237,,17-08-2017,209,07-09-2017,249,2591.86,-1.52,7947.946342,Completed
23-08-2017,2016,CPK,Chesapeake Utilities Corp,Propane operating assets/Chipola,CPGC Enterprises Inc,,,11-08-2017,68.57,05-09-2017,69.32,1606.09,1.02,99679.31421,Completed
14-08-2017,2016,NBR,Nabors Industries Ltd,Tesco Corp,,162.23,,03-08-2017,341,24-08-2017,302.6,2914.89,-1.19,237228.7389,Completed
03-08-2017,2016,D,Dominion Energy Inc,2 5-megawatt solar facilities,TotalEnergies SE,,,21-07-2017,55.23,14-08-2017,55.31,47561.56,-0.07,32679003.94,Completed
03-08-2017,2016,CPK,Chesapeake Utilities Corp,Utilities asset/Western Pennsylvania,ARM Energy Management LLC,,,21-07-2017,67.53,14-08-2017,69.53,1583.02,1.02,99679.31421,Completed
03-08-2017,2016,D,Dominion Energy Inc,2 Solar Power Plants/Fremont & Moorings,Total Holdings SAS,,,21-07-2017,55.23,14-08-2017,55.31,47561.56,-0.07,32679003.94,Completed
27-07-2017,2016,EXP,Eagle Materials Inc,Wildcat Minerals LLC,"Private Investor,Platte River Ventures LLC (Fund: Platte River Equity III LP)",36.8,,14-07-2017,89.97,07-08-2017,89.91,2995.97,3.93,3654676.772,Completed
21-07-2017,2016,PWR,Quanta Services Inc,"Stronghold Ltd,Stronghold Specialty Ltd",,448.78,,10-07-2017,32.79,31-07-2017,33.12,4809.86,1.63,179492.277,Completed
20-07-2017,2016,TDY,Teledyne Technologies Inc,Scientific Systems Inc,,31.3,,07-07-2017,133.25,31-07-2017,136.34,6344.71,1.4,52704.87145,Completed
18-07-2017,2016,WTTR,Select Water Solutions Inc,Rockwater Energy Solutions Inc,,452.99,,07-07-2017,10.76,28-07-2017,14.82,1204.83,-0.12,28365.28712,Completed
10-07-2017,2016,GTY,Getty Realty Corp,38 fee simple & 4 leasehold properties,Applegreen PLC,70.1,,29-06-2017,16.85,20-07-2017,16.16,926.43,1.13,1373.773431,Completed
06-07-2017,2016,VST,Vistra Corp,Power Plant/TX,,350,,23-06-2017,14.41,17-07-2017,13.73,4819.4,4.98,52283283.24,Completed
05-07-2017,2016,FET,Forum Energy Technologies Inc,Multilift Inc,Pelican Energy Partners LP,39.4,,23-06-2017,300,17-07-2017,310,3758.81,-1.52,7947.946342,Completed
05-07-2017,2016,HAL,Halliburton Co,Summit Esp LLC,,,,23-06-2017,36.09,17-07-2017,38.36,32356.74,2.4,885363.8752,Completed
03-07-2017,2016,NGL,NGL Energy Partners LP,Propane Services LLC,Strength Capital Partners LLC,,,22-06-2017,7.66,13-07-2017,8.06,1199.64,0.28,13.07524183,Completed
30-06-2017,2016,SHEL,Shell PLC,MP2 Energy IL LLC,,,,19-06-2017,37.91,10-07-2017,36.98,111938.23,1.09,35213155,Completed
26-06-2017,2016,ALTO,Alto Ingredients Inc,Illinois Corn Processing LLC,,76,,15-06-2017,6,06-07-2017,6.35,475.21,-0.58,300372.7021,Completed
19-06-2017,2016,EQT,EQT Corp,EQT RE Merger Sub Inc,,6456.71,11.19,08-06-2017,27.8,29-06-2017,29.89,16193.57,1.05,296670.931,Completed
19-06-2017,2016,OXY,Occidental Petroleum Corp,Enhanced Oil Recovery Assets in Permian Basin,Hess Corp,600,,08-06-2017,47.9,29-06-2017,48.87,47578.81,-0.15,10463554.07,Completed
13-06-2017,2016,KEX,Kirby Corp,Stewart & Stevenson LLC,Parman Capital Group LLC,756.5,,02-06-2017,68.05,23-06-2017,64.75,4024.53,0.73,1044237.22,Completed
05-06-2017,2016,USDP,USD Partners LP,Crude oil terminal/Stroud,,,,25-05-2017,7.3,15-06-2017,5.8,222.9,-2.68,3709.086115,Completed
30-05-2017,2016,SHEL,Shell PLC,"Chevron Block 6,Chevron Block 5a,Chevron Block 5e",Chevron Corp,250,,19-05-2017,38.86,09-06-2017,37.73,114737.23,1.09,35213155,Completed
25-05-2017,2016,DTE,DTE Energy Co,Gas to energy project,Fort Bend Power Producers LLC,,,12-05-2017,69.42,05-06-2017,72.57,14872.05,0.6,15885817.35,Completed
22-05-2017,2016,LHX,L3 Technologies Inc,Open Water Power Inc,,,,11-05-2017,94.19,01-06-2017,98.45,17668.33,1.08,65563.61322,Completed
11-05-2017,2016,CLH,Clean Harbors Inc,Lonestar West Inc,,32.75,,28-04-2017,58.11,22-05-2017,58.4,3192.63,1.14,1027962.357,Completed
08-05-2017,2016,ESE,ESCO Technologies Inc,NRG Systems Inc,,38.6,,27-04-2017,58.48,18-05-2017,54.21,1439.1,1.31,11583.87955,Completed
08-05-2017,2016,TDS,Telephone and Data Systems Inc,Sun Prairie telecommunication assets,Sun Prairie Utilities,,,27-04-2017,21.05,18-05-2017,20.28,2260.23,0.04,22016.3297,Completed
04-05-2017,2016,NVEE,NV5 Global Inc,Energenz LLC,,,,21-04-2017,9.4,15-05-2017,9.3,622.92,0.41,1678.26553,Completed
03-05-2017,2016,NVAX,NOV Inc,Drilling Technologies segment,Flotek Industries Inc,17,,21-04-2017,16.6,15-05-2017,21.8,2509.17,-7.08,339.4548351,Completed
02-05-2017,2016,XIFR,XPLR Infrastructure LP,Golden West Wind Holdings LLC,,422,,21-04-2017,20.95,12-05-2017,21.77,2103.31,-0.56,25553.44641,Completed
01-05-2017,2016,XOM,Exxon Mobil Corp,Certain Assets,Paramount Resources TEC Ltd,43.91,,20-04-2017,56.12,11-05-2017,57.77,246669.15,1.68,120041438.1,Completed
01-05-2017,2016,PR,Permian Resources Corp,Oil & gas properties/Northern Delaware Basin,GMT Exploration Co LLC/CO,,,20-04-2017,16.22,11-05-2017,14.85,10310.2,1.28,43054.60767,Completed
28-04-2017,2016,ETR,Entergy Corp,361 MW natural gas-fueled electrical generation plant,Calpine Corp,222,,17-04-2017,24.69,08-05-2017,24.69,9893.35,0.44,35189216.57,Completed
26-04-2017,2016,GPRE,Green Plains Inc,2 Cattle feeding operations,Cargill Inc,36.7,,13-04-2017,21.28,08-05-2017,24.1,1429.41,-3.08,1274854.587,Completed
25-04-2017,2016,CHRD,Chord Energy Corp,North Star Water LLC,,,,13-04-2017,8.61,05-05-2017,7.87,484.99,1.62,278103.3088,Completed
12-04-2017,2016,D,Dominion Energy Inc,40-megawatt Midway II Project solar power plant,Solar Frontier KK,,,31-03-2017,54.71,24-04-2017,55.07,46835.88,-0.07,32679003.94,Completed
29-03-2017,2016,CVE,Cenovus Energy Inc,Canadian conventional natural gas assets,ConocoPhillips,13196.47,,17-03-2017,10.9,10-04-2017,9.93,21003.97,0.26,6490806.488,Completed
24-03-2017,2016,AEP,American Electric Power Co Inc,Conesville power plant/Ohio,Dynegy Inc,,,13-03-2017,49.55,03-04-2017,50.55,27213.38,0.64,49727182.45,Completed
